PM2.5,NO,NH3,CO,SO2,O3,Benzene,AQI,AQI_Bucket
24.92,13.23,8.78,0.42,5.53,22.65,3.59,66.0,Satisfactory
22.93,18.58,10.12,0.29,11.97,32.73,3.73,100.0,Satisfactory
39.66,12.71,10.55,0.72,12.92,25.16,5.22,94.0,Satisfactory
39.39,12.05,10.47,0.43,9.23,23.02,4.41,127.0,Moderate
34.2,11.64,10.6,0.37,10.98,31.58,4.1,126.0,Moderate
38.51,11.8,10.58,0.49,12.69,25.22,4.52,93.0,Satisfactory
35.45,11.67,10.73,0.46,7.28,28.92,3.99,86.0,Satisfactory
39.52,11.6,10.62,0.38,6.6,17.15,3.67,98.0,Satisfactory
39.29,11.42,10.8,0.38,6.95,15.28,3.71,105.0,Moderate
15.97,11.65,10.65,0.47,5.66,14.08,5.15,77.0,Satisfactory
33.24,12.19,10.16,0.37,6.76,15.75,4.6,73.0,Satisfactory
23.68,14.59,8.8,0.59,2.13,17.59,4.11,59.0,Satisfactory
38.8,13.85,9.07,0.47,5.1,25.15,3.47,67.0,Satisfactory
25.52,12.78,9.21,0.45,1.71,36.79,3.0,69.0,Satisfactory
52.38,22.33,16.7,0.34,7.4,23.79,2.27,89.0,Satisfactory
60.87,49.82,27.4,0.24,7.78,23.29,3.11,146.0,Moderate
48.44,41.18,25.05,0.48,4.99,21.32,3.19,110.0,Moderate
50.87,25.26,15.78,0.3,5.78,28.65,2.94,142.0,Moderate
24.63,40.95,26.07,0.2,4.37,26.3,3.32,60.0,Satisfactory
41.52,35.12,18.92,0.32,5.2,22.48,2.22,51.0,Satisfactory
32.36,17.81,10.18,0.3,7.66,16.87,3.19,73.0,Satisfactory
24.46,16.32,10.4,0.29,8.03,19.29,3.32,52.0,Satisfactory
31.59,31.8,20.49,0.39,5.37,18.33,3.13,53.0,Satisfactory
29.65,17.25,14.02,0.4,4.57,20.27,3.68,64.0,Satisfactory
36.65,13.68,11.3,0.53,8.0,18.76,3.59,61.0,Satisfactory
34.1,11.67,10.68,0.47,17.74,22.13,4.25,60.0,Satisfactory
43.15,14.02,10.4,0.31,11.1,16.24,3.4,71.0,Satisfactory
48.85,7.77,9.49,0.17,12.12,22.14,4.4,75.0,Satisfactory
43.72,7.82,9.53,0.38,15.18,27.31,4.18,79.0,Satisfactory
28.22,8.29,9.31,0.27,12.54,21.49,3.5,70.0,Satisfactory
24.73,9.45,9.94,0.5,11.8,14.03,3.7,46.0,Good
27.5,9.94,10.97,0.43,15.86,16.11,3.91,55.0,Satisfactory
26.73,13.19,13.84,0.63,16.16,7.2,5.0,55.0,Satisfactory
29.12,12.49,14.06,0.26,14.42,9.09,4.03,51.0,Satisfactory
25.95,16.38,14.3,0.08,11.39,13.14,4.32,48.0,Good
17.41,9.36,9.96,0.35,12.07,14.03,3.58,47.0,Good
23.92,8.83,10.22,0.51,21.06,11.71,3.73,47.0,Good
16.58,9.06,9.41,0.1,9.62,18.66,3.33,42.0,Good
24.34,9.15,9.82,0.54,5.44,16.52,3.32,45.0,Good
41.6,7.75,9.07,0.54,5.36,13.28,4.21,67.0,Satisfactory
31.11,8.11,9.13,0.24,4.81,10.51,3.88,59.0,Satisfactory
33.02,8.78,9.18,0.28,5.25,16.48,3.67,56.0,Satisfactory
27.95,7.85,8.96,0.5,5.53,17.22,3.35,52.0,Satisfactory
27.18,8.85,8.96,0.48,2.96,14.03,3.75,61.0,Satisfactory
21.42,8.6,9.28,0.15,5.62,12.0,3.85,54.0,Satisfactory
21.94,8.25,9.3,0.51,7.89,13.87,3.59,43.0,Good
27.52,8.47,9.0,0.49,4.6,14.89,3.32,53.0,Satisfactory
32.26,7.63,9.02,0.27,7.12,12.27,3.51,54.0,Satisfactory
20.54,9.32,8.87,0.28,6.38,14.61,2.8,53.0,Satisfactory
23.62,12.23,9.02,0.76,5.33,10.8,2.93,50.0,Good
23.28,13.5,9.19,0.62,5.42,10.12,3.24,58.0,Satisfactory
22.43,13.5,9.19,0.57,5.57,10.14,3.0,50.0,Good
19.43,13.5,9.19,0.42,6.13,14.29,3.16,44.0,Good
11.69,13.5,9.19,0.56,9.05,16.87,2.86,39.0,Good
16.58,13.46,9.16,0.29,6.64,18.05,2.74,45.0,Good
25.06,13.5,9.19,0.53,6.39,24.63,3.15,48.0,Good
42.78,13.3,9.07,0.29,6.24,25.9,3.16,68.0,Satisfactory
34.69,12.91,8.91,0.22,6.12,22.01,2.63,77.0,Satisfactory
34.9,13.1,8.83,0.24,9.0,28.31,2.25,69.0,Satisfactory
42.01,13.17,8.87,0.28,5.79,24.41,2.43,77.0,Satisfactory
36.3,14.22,9.14,0.55,6.49,18.33,2.49,68.0,Satisfactory
44.57,13.1,8.95,0.18,8.7,19.26,2.76,84.0,Satisfactory
35.47,14.53,9.47,0.3,5.48,20.87,2.2,64.0,Satisfactory
37.27,22.98,11.54,0.47,6.96,18.45,2.12,60.0,Satisfactory
42.27,21.96,19.49,0.61,6.46,19.43,2.34,70.0,Satisfactory
41.31,13.2,8.82,0.38,5.8,17.12,2.5,80.0,Satisfactory
29.85,13.17,8.92,0.57,9.33,15.45,2.21,54.0,Satisfactory
41.67,13.23,8.81,1.49,21.08,29.75,2.45,79.0,Satisfactory
43.4,13.25,8.81,0.82,5.98,34.02,1.99,144.0,Moderate
20.82,13.25,8.81,0.68,5.7,21.35,1.72,64.0,Satisfactory
32.17,13.24,8.81,0.94,6.19,13.45,1.79,55.0,Satisfactory
32.83,13.26,8.77,1.0,6.3,13.84,1.97,70.0,Satisfactory
28.54,16.3,12.06,0.84,5.78,14.57,2.03,68.0,Satisfactory
38.61,22.78,16.01,1.17,7.33,17.04,2.06,70.0,Satisfactory
39.22,14.89,11.7,0.94,9.5,14.2,2.08,81.0,Satisfactory
41.36,13.16,11.2,0.3,9.68,15.6,2.04,77.0,Satisfactory
40.96,13.75,10.7,0.86,9.26,19.2,1.9,79.0,Satisfactory
35.44,13.54,10.91,1.13,12.01,29.03,1.74,84.0,Satisfactory
45.56,17.74,14.37,1.52,16.32,19.24,1.92,103.0,Moderate
42.86,16.53,10.58,0.67,7.64,22.4,2.07,85.0,Satisfactory
33.95,18.8,17.21,0.47,12.85,24.2,1.92,79.0,Satisfactory
37.32,15.01,11.66,0.09,15.59,28.21,2.02,56.0,Satisfactory
43.51,13.95,10.94,0.35,12.01,26.59,2.04,75.0,Satisfactory
31.24,14.64,11.3,1.37,15.55,23.48,1.78,91.0,Satisfactory
27.76,14.0,11.15,1.29,20.75,24.46,1.85,97.0,Satisfactory
33.91,13.95,11.05,1.42,43.86,21.75,1.93,90.0,Satisfactory
46.92,13.6,10.93,0.69,41.56,36.57,2.25,87.0,Satisfactory
29.63,13.39,10.91,0.51,6.26,32.18,1.83,66.0,Satisfactory
29.2,13.75,10.56,0.6,10.52,27.3,1.96,61.0,Satisfactory
60.23,13.29,10.91,1.17,20.53,25.56,2.18,87.0,Satisfactory
78.08,13.34,10.88,0.96,10.46,13.97,2.18,146.0,Moderate
35.0,13.04,10.44,0.81,13.46,11.17,1.94,96.0,Satisfactory
21.75,13.42,10.49,0.68,8.25,11.7,1.81,60.0,Satisfactory
12.58,12.94,10.51,0.57,9.96,14.39,1.68,63.0,Satisfactory
16.26,13.12,10.54,0.56,16.98,11.52,1.66,48.0,Good
18.15,13.16,10.58,0.62,21.48,15.92,1.72,57.0,Satisfactory
27.76,13.38,10.66,0.82,49.41,18.07,1.88,67.0,Satisfactory
28.07,12.93,10.32,0.58,10.21,21.01,2.58,84.0,Satisfactory
24.0,13.19,10.56,0.09,6.6,15.08,3.58,55.0,Satisfactory
30.18,12.51,10.3,0.21,4.8,27.04,4.02,60.0,Satisfactory
66.88,11.96,12.09,0.32,4.7,39.06,5.13,86.0,Satisfactory
34.53,10.57,11.41,0.23,3.05,36.75,3.45,94.0,Satisfactory
48.2,12.29,11.35,0.28,1.51,35.6,4.2,132.0,Moderate
47.82,27.37,12.56,0.33,4.19,32.11,3.2,81.0,Satisfactory
36.76,10.5,11.64,0.31,1.64,42.89,3.24,77.0,Satisfactory
38.85,11.12,11.53,0.39,11.45,18.75,1.84,94.0,Satisfactory
22.66,11.13,11.53,0.63,9.21,20.6,2.01,58.0,Satisfactory
42.86,11.16,11.51,0.52,7.06,24.61,2.21,87.0,Satisfactory
62.48,11.15,11.51,0.54,7.47,27.11,2.31,110.0,Moderate
80.27,11.27,14.51,0.54,12.37,22.51,2.36,147.0,Moderate
96.33,11.63,18.14,0.46,13.85,16.81,2.9,227.0,Poor
84.31,11.04,11.56,0.36,13.78,22.45,2.49,179.0,Moderate
90.71,12.5,13.12,0.87,15.28,19.52,3.07,198.0,Moderate
107.98,11.28,8.57,0.56,15.87,19.54,3.09,234.0,Poor
116.05,13.78,9.11,0.79,17.71,19.78,3.39,212.0,Poor
249.1,43.34,19.85,0.31,34.17,17.9,3.43,399.0,Very Poor
111.47,29.45,10.03,0.46,11.65,18.13,3.7,309.0,Very Poor
127.13,17.07,9.78,0.57,13.88,21.7,2.92,247.0,Poor
139.65,17.01,10.01,0.31,10.92,16.02,3.44,321.0,Very Poor
154.49,17.73,9.94,0.37,19.27,15.38,3.53,313.0,Very Poor
110.95,17.66,9.91,0.52,10.06,11.35,2.69,313.0,Very Poor
155.83,17.13,10.98,0.34,9.75,14.51,2.75,302.0,Very Poor
104.21,18.27,10.64,0.71,12.97,12.72,1.79,288.0,Poor
97.09,41.45,32.85,0.53,10.5,16.23,2.2,261.0,Poor
137.13,16.97,9.95,0.48,10.68,18.85,2.14,254.0,Poor
34.94,17.16,9.95,0.55,8.74,15.72,1.59,212.0,Poor
24.18,17.21,10.04,0.8,10.71,16.33,1.56,54.0,Satisfactory
42.84,17.28,10.04,0.78,9.2,12.92,2.02,72.0,Satisfactory
84.92,17.28,10.24,0.41,10.17,22.42,2.18,140.0,Moderate
84.63,17.16,10.25,0.8,11.04,27.87,2.16,160.0,Moderate
168.71,17.19,10.31,0.78,12.55,19.71,2.74,285.0,Poor
189.44,17.22,10.0,0.48,16.3,15.22,3.13,358.0,Very Poor
148.61,17.22,10.09,0.56,20.51,10.01,2.81,334.0,Very Poor
103.87,17.23,10.0,0.65,29.92,9.71,2.41,317.0,Very Poor
86.49,17.17,9.91,0.36,13.01,11.08,2.31,259.0,Poor
42.18,17.22,10.01,0.66,7.93,16.02,1.92,110.0,Moderate
101.44,17.24,10.01,0.65,11.37,20.02,2.12,162.0,Moderate
147.55,17.23,10.0,0.56,11.86,12.65,3.55,322.0,Very Poor
91.41,17.22,9.98,0.47,13.04,13.14,3.38,235.0,Poor
112.55,13.18,9.99,0.66,18.42,10.24,2.55,280.0,Poor
57.31,9.51,10.01,0.59,13.92,7.19,2.37,157.0,Moderate
24.07,9.5,9.99,0.67,8.75,13.37,1.91,85.0,Satisfactory
32.98,9.5,9.99,0.67,10.45,16.72,2.24,74.0,Satisfactory
39.29,9.5,9.99,0.48,10.74,16.08,2.83,108.0,Moderate
30.77,9.53,10.03,0.48,16.2,13.5,2.42,113.0,Moderate
31.91,9.51,10.02,0.63,14.87,11.14,1.81,64.0,Satisfactory
25.36,9.52,9.85,0.65,12.42,11.47,1.7,44.0,Good
26.37,9.83,10.32,0.74,13.18,15.19,1.84,47.0,Good
41.64,9.6,10.15,0.64,8.22,19.66,1.99,60.0,Satisfactory
60.29,9.54,10.06,0.71,8.9,24.19,2.41,89.0,Satisfactory
84.89,9.65,9.93,0.5,9.17,26.53,2.93,145.0,Moderate
87.69,9.51,10.05,0.59,10.68,22.89,3.1,183.0,Moderate
90.75,10.45,10.6,0.16,13.24,23.74,2.99,220.0,Poor
66.85,11.81,13.89,0.5,9.82,21.56,2.38,147.0,Moderate
54.62,10.47,11.54,0.24,11.64,17.87,2.42,106.0,Moderate
74.16,10.88,10.78,0.82,18.45,17.24,2.74,121.0,Moderate
67.0,11.94,12.9,0.74,12.39,20.02,3.23,123.0,Moderate
103.57,14.29,15.08,0.7,12.35,19.0,3.15,187.0,Moderate
128.64,11.96,14.02,0.66,10.06,19.17,2.99,291.0,Poor
86.0,11.49,12.72,0.54,13.79,17.99,2.62,245.0,Poor
28.77,11.17,12.31,0.72,4.02,13.14,1.61,186.0,Moderate
24.95,12.59,14.74,0.77,4.81,16.97,1.6,43.0,Good
39.26,12.76,13.75,0.71,7.47,16.45,1.77,59.0,Satisfactory
30.72,10.88,11.28,0.64,6.67,22.0,1.76,58.0,Satisfactory
41.03,12.58,12.41,0.81,5.42,24.54,1.74,55.0,Satisfactory
49.45,13.29,13.0,0.65,5.64,23.2,1.89,74.0,Satisfactory
58.96,13.08,14.96,0.72,6.09,24.27,2.1,95.0,Satisfactory
63.18,12.08,12.09,0.68,5.98,19.51,1.68,107.0,Moderate
108.34,11.99,11.94,0.62,7.66,20.05,2.09,171.0,Moderate
52.95,13.13,13.09,0.63,6.56,26.89,2.08,184.0,Moderate
62.11,11.19,12.12,0.61,5.04,23.21,2.0,96.0,Satisfactory
69.27,12.78,13.24,0.53,7.18,23.26,2.02,108.0,Moderate
97.42,9.53,9.83,0.64,7.05,32.52,1.78,210.0,Poor
52.73,10.3,10.53,0.74,6.27,48.65,1.72,141.0,Moderate
58.57,10.44,10.62,0.8,6.96,46.13,1.69,91.0,Satisfactory
77.3,10.48,10.73,0.73,11.3,53.99,1.68,126.0,Moderate
80.31,9.62,10.78,0.64,11.47,66.65,1.59,156.0,Moderate
80.8,10.05,10.88,0.75,10.01,66.7,1.62,193.0,Moderate
71.17,9.78,10.78,0.4,7.65,31.33,1.56,155.0,Moderate
71.0,9.93,10.0,0.59,8.42,24.9,1.75,111.0,Moderate
94.38,9.91,10.38,0.42,15.79,40.21,2.62,184.0,Moderate
80.8,9.91,10.44,0.3,12.54,7.82,2.77,196.0,Moderate
78.22,9.63,10.03,0.62,11.43,27.0,2.61,160.0,Moderate
96.86,9.35,10.02,0.11,8.12,36.13,3.43,221.0,Poor
65.12,9.51,9.67,0.28,11.92,32.48,2.25,156.0,Moderate
33.39,10.21,10.43,0.6,6.75,38.56,1.74,88.0,Satisfactory
36.74,9.75,9.77,0.57,7.53,8.63,1.76,58.0,Satisfactory
24.14,9.89,10.12,0.62,6.32,22.11,1.51,46.0,Good
56.17,9.68,10.05,0.68,20.5,23.77,2.11,66.0,Satisfactory
55.79,9.78,9.74,0.47,6.87,39.56,2.14,103.0,Moderate
55.64,9.37,10.19,0.73,10.87,36.72,2.02,87.0,Satisfactory
44.56,9.55,9.99,0.8,17.99,17.71,2.29,87.0,Satisfactory
47.0,9.67,10.01,0.4,6.24,25.62,1.83,74.0,Satisfactory
31.25,9.17,9.89,0.66,6.54,20.19,1.45,64.0,Satisfactory
64.93,9.57,10.17,0.68,7.84,15.94,2.09,111.0,Moderate
37.05,9.44,10.04,0.63,15.16,22.56,1.87,98.0,Satisfactory
21.05,9.72,10.07,0.8,7.78,39.9,1.59,63.0,Satisfactory
27.42,9.68,10.01,0.73,7.05,40.09,1.5,63.0,Satisfactory
43.96,9.54,9.93,0.6,8.46,43.35,1.85,70.0,Satisfactory
71.6,10.19,10.17,0.7,11.04,43.22,2.35,108.0,Moderate
45.03,9.88,10.69,0.73,15.78,38.27,1.88,107.0,Moderate
61.56,10.19,10.77,0.64,11.17,32.32,2.11,90.0,Satisfactory
42.4,10.76,10.82,0.64,10.61,23.37,1.66,96.0,Satisfactory
20.48,9.53,10.7,0.98,6.87,28.73,1.64,55.0,Satisfactory
27.36,10.0,10.35,0.55,6.8,31.21,1.69,60.0,Satisfactory
21.43,10.12,10.15,0.47,9.95,27.1,1.96,102.0,Moderate
67.56,27.82,21.0,0.49,6.95,37.74,2.09,111.0,Moderate
55.53,17.32,12.2,0.54,7.43,33.11,1.74,99.0,Satisfactory
74.16,18.61,11.48,0.46,8.99,39.2,1.85,121.0,Moderate
62.25,17.94,13.47,0.33,7.3,41.35,1.83,124.0,Moderate
92.15,17.97,11.59,0.9,9.69,43.9,2.15,152.0,Moderate
113.54,17.18,11.18,0.21,10.05,42.74,2.99,282.0,Poor
63.68,17.14,10.13,1.03,7.86,42.74,1.94,144.0,Moderate
84.93,17.48,10.4,0.3,9.07,35.77,2.31,190.0,Moderate
38.88,18.01,13.17,0.5,2.5,37.25,1.71,133.0,Moderate
42.33,17.64,11.27,0.76,10.04,35.09,1.63,112.0,Moderate
33.14,16.9,10.48,0.66,8.33,39.73,1.58,107.0,Moderate
41.33,17.35,10.41,0.78,10.64,43.24,1.91,106.0,Moderate
69.4,17.22,10.43,0.44,10.13,45.83,2.41,132.0,Moderate
66.39,18.06,11.42,0.87,9.98,45.62,2.11,139.0,Moderate
59.59,17.56,11.48,0.74,11.15,50.25,2.0,128.0,Moderate
58.55,19.04,13.05,0.76,9.63,32.13,1.8,121.0,Moderate
71.27,21.07,14.77,0.31,9.85,30.07,1.79,134.0,Moderate
58.17,19.01,13.89,1.33,7.4,27.53,1.72,127.0,Moderate
67.24,17.4,11.73,0.64,11.92,29.72,1.7,128.0,Moderate
26.4,19.15,12.31,0.62,11.35,30.35,1.53,108.0,Moderate
22.15,17.9,12.55,0.83,21.92,29.65,1.44,76.0,Satisfactory
32.33,17.54,11.96,0.78,9.91,29.66,1.55,92.0,Satisfactory
33.46,18.06,11.38,0.61,10.78,30.09,1.61,101.0,Moderate
55.5,17.43,10.82,0.44,13.85,32.2,1.81,118.0,Moderate
22.09,17.71,11.96,0.72,14.65,30.07,1.44,97.0,Satisfactory
17.61,17.42,11.14,0.74,11.49,27.23,1.38,68.0,Satisfactory
17.0,17.79,11.2,0.82,8.51,29.45,1.39,59.0,Satisfactory
25.44,17.05,11.41,0.82,11.62,30.24,1.46,70.0,Satisfactory
20.71,17.35,11.81,0.82,6.74,32.77,1.43,75.0,Satisfactory
43.24,18.82,12.66,0.73,9.44,34.08,1.66,96.0,Satisfactory
40.15,18.14,13.18,0.62,8.1,30.16,1.65,107.0,Moderate
17.08,17.22,11.62,0.78,8.52,36.31,1.39,72.0,Satisfactory
21.05,18.49,11.98,0.7,12.75,32.14,1.38,69.0,Satisfactory
25.65,17.4,12.99,0.73,21.74,32.95,1.47,79.0,Satisfactory
38.07,17.57,12.39,0.68,9.82,33.3,1.57,95.0,Satisfactory
41.78,18.18,10.31,0.72,9.56,31.27,1.57,106.0,Moderate
45.62,17.72,10.48,0.64,9.77,30.51,1.46,110.0,Moderate
39.08,17.38,10.28,0.62,16.11,30.29,1.58,107.0,Moderate
40.61,17.07,10.97,0.48,27.59,31.58,1.8,111.0,Moderate
33.78,17.69,11.47,0.68,23.06,26.71,1.55,96.0,Satisfactory
24.57,17.13,11.39,0.7,19.46,31.11,1.48,93.0,Satisfactory
30.12,17.86,10.34,0.84,9.34,31.26,1.43,78.0,Satisfactory
26.35,18.2,10.94,1.27,7.73,29.78,1.43,86.0,Satisfactory
15.6,18.43,10.79,0.86,6.41,28.07,1.36,64.0,Satisfactory
22.63,17.79,11.82,0.73,7.16,32.26,1.41,66.0,Satisfactory
20.29,21.42,13.83,0.73,6.22,25.63,1.35,71.0,Satisfactory
12.03,19.93,12.76,0.76,6.2,22.84,1.34,54.0,Satisfactory
17.74,17.36,11.56,0.76,6.7,22.1,1.37,60.0,Satisfactory
21.35,17.8,11.05,0.71,7.21,22.14,1.37,67.0,Satisfactory
21.91,17.8,10.68,0.78,6.82,22.14,1.38,69.0,Satisfactory
14.18,18.48,10.29,0.77,6.3,22.14,1.32,65.0,Satisfactory
13.97,17.69,10.82,0.78,6.22,22.14,1.34,63.0,Satisfactory
17.52,17.88,10.69,0.76,6.57,22.14,1.34,61.0,Satisfactory
22.8,17.62,10.84,0.69,7.4,22.14,1.42,58.0,Satisfactory
34.73,16.81,10.78,0.69,8.68,22.14,1.52,60.0,Satisfactory
20.09,18.33,11.21,0.85,8.49,22.14,1.4,45.0,Good
29.47,17.65,11.55,0.59,9.63,22.14,1.65,52.0,Satisfactory
22.37,17.34,10.67,0.64,6.33,22.14,1.21,59.0,Satisfactory
32.05,20.86,18.96,0.73,6.55,23.62,1.26,68.0,Satisfactory
22.61,23.03,17.01,0.73,7.65,36.07,1.39,61.0,Satisfactory
17.45,18.7,11.4,0.7,7.76,42.81,1.38,45.0,Good
8.8,21.51,11.43,0.8,5.88,43.02,1.32,43.0,Good
11.33,18.12,11.33,0.82,8.85,43.02,1.35,44.0,Good
16.35,17.86,12.25,0.68,9.64,43.02,1.37,51.0,Satisfactory
9.84,19.48,13.03,0.79,13.02,43.02,1.33,47.0,Good
13.72,21.63,14.02,0.74,9.17,43.02,1.36,48.0,Good
14.67,23.49,16.84,0.84,8.59,43.02,1.31,56.0,Satisfactory
20.68,20.44,16.25,0.67,8.94,43.02,1.3,68.0,Satisfactory
15.74,22.04,16.48,0.77,17.19,43.02,1.29,74.0,Satisfactory
14.78,19.74,15.44,0.69,11.17,43.02,1.3,60.0,Satisfactory
11.2,38.1,32.33,0.75,6.42,44.12,1.25,51.0,Satisfactory
13.63,28.22,21.57,0.79,7.08,43.57,1.3,56.0,Satisfactory
24.61,26.75,19.19,0.76,9.0,43.57,1.3,72.0,Satisfactory
23.98,25.07,17.26,0.76,8.5,43.57,1.3,102.0,Moderate
32.01,20.93,14.93,0.78,9.5,43.57,1.3,118.0,Moderate
28.37,20.75,16.36,0.63,8.45,43.57,1.29,118.0,Moderate
15.46,23.93,18.66,0.78,7.07,26.82,1.29,91.0,Satisfactory
19.64,19.2,16.05,0.81,8.64,27.11,1.29,61.0,Satisfactory
18.81,19.59,14.69,0.73,7.44,27.1,1.3,77.0,Satisfactory
23.32,19.26,12.39,0.82,10.3,27.11,1.3,75.0,Satisfactory
18.39,33.61,26.95,0.73,8.99,37.82,1.23,60.0,Satisfactory
34.0,30.38,24.27,0.83,10.06,43.77,1.3,71.0,Satisfactory
37.31,22.45,18.78,0.75,10.47,43.73,1.29,87.0,Satisfactory
39.62,20.3,13.69,0.7,10.16,43.77,1.3,94.0,Satisfactory
32.14,20.67,15.65,0.67,7.82,43.77,1.3,75.0,Satisfactory
24.59,21.79,16.79,0.82,9.74,43.77,1.3,61.0,Satisfactory
44.76,19.55,15.63,0.74,9.08,43.77,1.27,67.0,Satisfactory
42.22,21.56,15.84,0.61,9.03,43.77,1.3,95.0,Satisfactory
21.61,22.88,15.94,0.91,9.9,43.77,1.3,52.0,Satisfactory
35.91,20.01,14.83,0.75,9.26,43.77,1.3,61.0,Satisfactory
39.96,20.35,15.98,0.75,11.8,43.77,1.3,75.0,Satisfactory
44.56,22.31,17.48,0.67,26.68,43.77,1.06,76.0,Satisfactory
34.55,21.5,14.96,0.69,22.25,52.91,1.3,65.0,Satisfactory
43.35,21.26,15.0,0.69,11.86,64.78,1.3,68.0,Satisfactory
52.58,20.08,15.55,0.68,10.76,64.78,1.3,80.0,Satisfactory
68.2,19.12,13.29,0.62,23.16,41.89,1.29,115.0,Moderate
54.78,18.45,12.8,0.48,18.35,17.0,1.3,106.0,Moderate
29.01,18.64,11.41,0.61,19.01,17.0,1.22,74.0,Satisfactory
16.29,17.69,10.6,0.76,17.75,17.0,1.3,69.0,Satisfactory
51.47,18.07,10.31,0.97,34.05,17.0,1.29,81.0,Satisfactory
37.21,16.63,10.97,0.56,14.45,17.0,1.3,77.0,Satisfactory
43.68,17.75,10.33,0.49,10.98,17.0,1.3,81.0,Satisfactory
29.99,19.41,11.22,0.73,12.3,17.0,1.3,67.0,Satisfactory
24.14,20.17,14.87,0.66,6.28,17.0,1.3,63.0,Satisfactory
13.33,27.84,22.14,0.63,8.09,17.0,1.3,48.0,Good
19.12,30.02,39.8,0.71,11.8,22.8,1.23,43.0,Good
26.84,23.06,21.62,0.68,17.71,28.48,1.3,65.0,Satisfactory
26.72,20.32,12.54,0.58,10.48,36.15,1.3,478.0,Severe
30.13,20.82,15.08,0.74,16.68,33.88,1.22,193.0,Moderate
20.75,24.69,21.48,0.72,10.49,40.04,1.3,56.0,Satisfactory
15.5,21.22,15.84,0.77,8.67,39.85,1.3,41.0,Good
26.99,21.13,15.1,0.59,6.56,40.04,1.3,42.0,Good
27.07,19.32,13.52,0.59,8.56,39.64,1.29,51.0,Satisfactory
27.87,16.68,9.17,0.71,12.02,30.79,1.29,89.0,Satisfactory
24.76,16.61,8.31,0.65,10.76,32.52,1.3,104.0,Moderate
31.92,15.92,8.01,0.69,10.86,32.52,1.3,87.0,Satisfactory
28.49,16.93,7.97,0.75,16.73,32.52,1.3,103.0,Moderate
37.0,19.94,16.04,0.68,13.24,31.49,1.21,110.0,Moderate
40.46,31.85,26.2,0.73,9.2,16.56,1.3,117.0,Moderate
34.6,21.98,18.43,0.74,12.51,16.48,1.3,117.0,Moderate
47.94,19.11,12.63,0.62,10.92,16.48,1.3,131.0,Moderate
55.58,58.55,53.34,0.71,5.53,16.48,1.3,120.0,Moderate
60.73,40.01,33.92,0.7,4.72,16.48,1.3,120.0,Moderate
39.81,23.84,18.72,0.68,4.64,16.48,1.3,72.0,Satisfactory
68.81,18.9,12.03,0.67,4.36,16.48,1.3,125.0,Moderate
23.77,17.0,9.97,0.59,7.21,16.48,1.2,130.0,Moderate
31.68,18.0,10.71,0.74,5.83,16.48,1.3,59.0,Satisfactory
32.85,23.35,18.01,0.66,4.79,16.48,1.29,83.0,Satisfactory
51.1,25.25,20.8,0.66,4.55,16.48,1.3,74.0,Satisfactory
45.24,23.11,17.9,0.63,5.22,16.48,1.16,85.0,Satisfactory
26.77,26.99,19.83,0.67,4.89,16.48,1.3,49.0,Good
41.64,22.03,15.97,0.69,4.67,16.48,1.3,66.0,Satisfactory
57.67,32.81,15.11,0.59,3.48,16.48,1.3,78.0,Satisfactory
48.59,3.47,27.0,3.89,1.94,52.96,21.33,91.0,Satisfactory
47.38,2.84,22.39,11.29,2.05,71.85,14.97,120.0,Moderate
65.65,3.1,26.35,9.95,6.3,72.84,9.88,154.0,Moderate
60.47,5.39,29.87,1.46,6.07,64.12,5.9,119.0,Moderate
62.56,3.16,23.57,10.05,4.98,82.34,4.53,232.0,Poor
60.73,4.16,32.07,1.44,1.67,67.21,1.36,132.0,Moderate
42.1,4.01,25.55,2.85,2.46,51.93,0.14,123.0,Moderate
40.0,2.93,17.99,8.07,2.5,44.65,0.14,152.0,Moderate
32.16,2.38,12.9,8.53,2.08,56.31,0.15,143.0,Moderate
30.78,2.68,16.23,1.46,2.63,49.52,0.14,80.0,Satisfactory
38.99,2.6,10.97,1.79,2.79,47.67,0.14,90.0,Satisfactory
36.42,2.68,8.83,9.6,3.17,48.25,0.14,151.0,Moderate
38.15,4.24,10.29,4.06,7.65,53.26,0.14,123.0,Moderate
35.11,2.63,5.99,5.34,2.32,57.75,0.14,178.0,Moderate
36.68,3.63,12.89,1.47,3.29,76.36,0.13,101.0,Moderate
36.92,2.2,9.0,9.58,4.07,65.62,0.14,160.0,Moderate
31.78,2.48,8.14,0.55,7.22,54.31,0.18,71.0,Satisfactory
37.25,2.86,7.14,2.3,5.88,60.42,0.2,76.0,Satisfactory
29.8,2.59,9.04,6.84,1.84,49.55,0.12,153.0,Moderate
25.06,3.21,8.72,5.82,2.6,42.63,0.13,80.0,Satisfactory
24.4,6.87,7.46,5.19,2.03,44.47,8.64,129.0,Moderate
32.08,6.6,7.09,1.7,3.22,53.91,0.29,107.0,Moderate
19.72,1.81,4.97,2.65,5.16,44.53,0.17,122.0,Moderate
19.73,2.26,6.1,1.4,4.66,57.7,0.18,62.0,Satisfactory
22.52,6.71,4.86,5.45,4.9,77.05,0.21,177.0,Moderate
21.36,2.86,7.98,0.97,29.11,96.88,0.16,152.0,Moderate
27.94,3.8,6.45,6.14,4.43,34.74,0.23,127.0,Moderate
32.92,7.12,12.95,2.31,14.79,57.59,43.78,96.0,Satisfactory
44.53,7.24,17.71,1.34,8.34,27.11,47.26,72.0,Satisfactory
