PM2.5,NO,NH3,CO,SO2,O3,Benzene,AQI,AQI_Bucket
26.9,7.79,24.19,0.68,9.43,32.48,0.58,73.0,Satisfactory
27.03,8.47,19.63,0.7,9.74,29.76,0.4,68.0,Satisfactory
25.61,8.99,24.11,0.66,10.29,30.07,0.46,73.0,Satisfactory
27.44,12.03,34.71,0.8,10.7,32.86,0.42,69.0,Satisfactory
29.95,10.83,30.08,0.68,10.36,26.63,0.47,75.0,Satisfactory
31.39,9.96,32.41,0.73,12.69,30.47,0.35,64.0,Satisfactory
44.03,11.97,37.61,0.82,11.02,30.72,0.63,86.0,Satisfactory
34.58,12.16,30.07,0.89,11.16,25.37,0.64,83.0,Satisfactory
36.95,8.97,24.27,0.73,10.06,27.44,0.59,76.0,Satisfactory
33.45,10.18,22.91,0.92,11.7,23.04,0.78,75.0,Satisfactory
27.09,11.48,26.06,0.7,10.67,21.93,0.64,74.0,Satisfactory
26.14,7.15,18.0,0.7,11.11,25.31,0.58,72.0,Satisfactory
34.8,7.42,24.82,0.93,11.36,33.16,0.67,75.0,Satisfactory
56.74,9.41,34.64,0.85,11.14,37.87,1.01,108.0,Moderate
47.43,8.87,32.6,0.8,11.11,30.86,0.68,103.0,Moderate
33.88,6.58,23.16,0.62,12.13,36.19,0.35,91.0,Satisfactory
37.92,7.03,24.3,0.65,11.6,38.34,0.39,83.0,Satisfactory
27.82,6.75,15.52,0.54,11.86,30.67,0.38,71.0,Satisfactory
28.04,10.54,16.66,0.62,12.44,19.33,0.55,67.0,Satisfactory
36.65,10.34,21.14,0.72,11.59,27.36,0.81,80.0,Satisfactory
44.2,12.13,29.12,0.71,9.63,24.31,0.63,88.0,Satisfactory
34.48,12.37,33.23,1.46,10.6,28.16,0.56,89.0,Satisfactory
31.61,8.54,26.98,0.85,9.82,39.37,0.46,81.0,Satisfactory
23.04,7.75,23.56,0.77,10.22,32.61,0.33,64.0,Satisfactory
26.26,8.58,23.14,0.73,10.25,34.98,0.37,59.0,Satisfactory
16.72,6.98,23.87,0.53,11.5,38.27,0.19,54.0,Satisfactory
21.94,9.32,24.33,0.64,12.02,35.83,0.3,57.0,Satisfactory
24.8,12.53,24.22,0.73,12.67,36.7,0.33,126.0,Moderate
27.05,5.19,18.36,1.01,12.24,36.92,0.37,78.0,Satisfactory
23.12,6.99,18.45,0.73,9.78,25.91,0.36,55.0,Satisfactory
18.11,6.45,19.82,0.65,9.17,24.83,0.32,53.0,Satisfactory
17.51,5.82,19.45,0.68,10.11,24.43,0.47,54.0,Satisfactory
25.74,8.25,25.92,0.83,10.96,25.01,1.18,66.0,Satisfactory
31.01,10.98,34.89,0.75,11.96,30.88,2.03,83.0,Satisfactory
29.93,5.76,29.16,0.73,13.78,29.12,2.04,80.0,Satisfactory
30.87,10.12,34.98,0.93,11.67,34.1,2.6,81.0,Satisfactory
39.35,12.25,39.69,0.84,11.15,31.95,2.64,95.0,Satisfactory
35.31,6.87,28.17,0.71,11.8,45.97,1.24,95.0,Satisfactory
38.07,6.63,31.86,0.68,13.04,41.91,1.37,78.0,Satisfactory
43.01,6.94,33.6,0.91,12.0,42.05,1.36,88.0,Satisfactory
51.77,18.15,36.11,1.48,9.57,31.55,2.77,106.0,Moderate
43.48,17.46,37.18,1.07,9.38,33.02,2.89,105.0,Moderate
42.7,19.65,44.26,1.04,11.48,43.2,2.6,108.0,Moderate
39.96,18.11,44.44,0.75,9.87,36.15,2.18,104.0,Moderate
48.35,10.01,41.18,0.83,10.85,49.24,2.0,104.0,Moderate
49.71,9.7,42.69,0.96,10.65,48.34,2.85,106.0,Moderate
53.72,8.87,36.43,0.86,12.75,49.59,2.73,125.0,Moderate
57.76,9.57,43.28,0.91,12.99,51.24,2.68,128.0,Moderate
64.81,22.71,54.6,1.28,12.33,48.5,3.39,136.0,Moderate
54.17,10.18,50.34,1.02,14.93,52.1,2.67,136.0,Moderate
56.0,6.05,36.55,0.88,16.03,63.12,1.69,127.0,Moderate
54.41,5.94,33.99,0.88,13.6,56.63,1.25,123.0,Moderate
46.17,7.61,39.01,0.95,12.7,43.18,1.55,109.0,Moderate
54.76,10.18,42.73,0.94,13.55,51.21,1.65,120.0,Moderate
58.89,25.3,58.75,1.16,12.82,40.89,3.29,143.0,Moderate
67.33,50.83,63.6,1.37,14.51,38.57,5.16,149.0,Moderate
73.4,67.61,66.43,1.43,13.83,30.96,7.03,193.0,Moderate
59.09,14.57,51.44,0.87,14.03,53.36,3.39,145.0,Moderate
77.5,5.6,43.9,0.85,10.39,58.26,2.56,163.0,Moderate
64.51,5.93,38.55,0.9,10.3,50.67,2.35,170.0,Moderate
87.77,23.49,52.45,1.1,14.34,42.25,4.99,144.0,Moderate
219.73,31.8,55.08,1.17,22.49,41.49,5.19,355.0,Very Poor
141.99,30.88,69.79,1.23,17.19,42.53,6.06,310.0,Very Poor
67.16,20.4,61.32,0.96,16.04,45.68,4.05,203.0,Poor
61.65,23.04,56.61,1.15,15.01,49.6,3.57,143.0,Moderate
48.1,13.61,48.01,0.84,15.73,48.71,2.43,132.0,Moderate
104.62,5.67,38.23,0.96,12.76,60.74,2.38,171.0,Moderate
90.16,7.93,36.65,0.93,12.85,45.06,2.36,247.0,Poor
60.87,13.34,42.12,0.99,13.21,40.66,2.5,191.0,Moderate
73.22,37.42,56.9,1.17,11.88,38.39,4.16,154.0,Moderate
49.36,13.89,43.71,0.86,12.32,49.84,2.41,139.0,Moderate
43.43,6.41,29.33,0.69,10.61,54.77,1.28,101.0,Moderate
88.44,5.4,36.18,0.9,10.46,63.63,2.56,162.0,Moderate
83.04,5.47,35.61,0.77,10.93,62.47,1.92,220.0,Poor
76.91,6.01,36.9,0.83,10.81,68.85,2.01,188.0,Moderate
82.58,7.47,41.64,0.92,10.78,66.41,2.24,192.0,Moderate
92.89,5.68,41.03,0.96,10.18,70.64,2.59,209.0,Poor
127.34,8.79,50.46,1.22,14.53,64.0,3.65,250.0,Poor
131.2,6.03,44.48,1.1,10.81,68.85,3.96,277.0,Poor
72.25,11.23,34.85,0.81,12.16,47.29,3.57,248.0,Poor
78.29,13.45,40.06,0.85,14.0,51.04,2.23,167.0,Moderate
38.6,12.05,40.74,0.66,11.72,50.32,1.61,123.0,Moderate
47.08,12.92,43.61,0.78,10.5,43.58,1.92,104.0,Moderate
36.25,31.62,54.79,1.02,11.61,38.21,2.97,96.0,Satisfactory
43.07,23.61,47.99,0.93,13.13,48.96,3.12,115.0,Moderate
51.49,11.38,40.3,0.85,11.19,66.03,2.53,120.0,Moderate
68.84,13.49,46.5,1.03,11.89,60.61,2.55,130.0,Moderate
73.61,20.67,55.72,1.2,11.0,45.18,2.78,176.0,Moderate
67.26,11.09,48.35,0.91,13.15,46.3,2.39,145.0,Moderate
68.62,8.78,37.64,0.81,13.54,60.28,1.25,165.0,Moderate
47.55,15.15,43.72,0.88,12.21,61.13,1.75,124.0,Moderate
52.64,10.22,35.23,0.74,14.76,66.26,1.78,109.0,Moderate
91.33,9.37,36.15,1.07,12.92,62.43,2.76,175.0,Moderate
54.61,14.17,36.39,0.75,9.96,35.12,1.78,148.0,Moderate
51.18,10.98,43.57,0.72,10.59,51.42,1.2,118.0,Moderate
52.02,10.82,46.12,0.79,12.57,56.94,1.5,119.0,Moderate
42.73,18.17,52.45,0.92,16.07,55.6,2.88,120.0,Moderate
50.78,34.45,65.24,1.21,17.42,44.5,4.74,120.0,Moderate
52.85,46.88,62.15,1.31,16.74,41.07,4.9,134.0,Moderate
52.63,8.36,51.15,0.88,19.16,72.92,2.72,123.0,Moderate
73.44,9.49,62.43,1.05,15.88,61.14,3.89,138.0,Moderate
73.42,11.18,56.58,1.06,10.86,52.82,4.02,189.0,Moderate
53.69,20.13,51.8,1.23,10.3,54.34,4.74,140.0,Moderate
56.61,20.96,53.14,1.18,11.55,64.27,4.19,127.0,Moderate
70.48,35.78,65.52,1.58,13.66,46.63,5.56,164.0,Moderate
73.27,33.06,59.22,1.33,13.22,51.47,5.61,172.0,Moderate
67.04,5.07,37.72,0.82,9.51,79.11,2.57,162.0,Moderate
53.64,9.81,37.64,0.79,13.03,37.08,2.34,141.0,Moderate
33.21,8.25,32.5,0.68,15.75,41.45,1.67,86.0,Satisfactory
42.15,7.14,33.88,0.69,13.43,42.13,1.97,86.0,Satisfactory
41.92,8.82,33.78,0.8,14.38,40.94,2.11,85.0,Satisfactory
47.55,16.6,36.97,0.99,13.61,30.83,3.54,89.0,Satisfactory
67.99,22.7,53.16,1.12,12.01,33.53,6.09,136.0,Moderate
47.92,17.9,47.58,0.98,11.32,36.13,4.86,118.0,Moderate
59.26,21.06,55.63,1.22,10.17,34.8,5.84,118.0,Moderate
52.95,15.29,50.72,0.91,11.88,35.94,4.72,129.0,Moderate
29.05,11.58,33.15,0.66,10.34,38.69,2.57,100.0,Satisfactory
37.53,26.85,47.21,0.96,10.89,35.59,4.09,101.0,Moderate
43.69,6.21,48.98,0.96,11.45,47.06,3.8,108.0,Moderate
43.58,19.2,63.5,1.04,12.16,32.49,4.61,110.0,Moderate
54.28,45.77,69.79,1.08,11.22,28.11,5.85,124.0,Moderate
55.55,41.42,77.26,1.3,13.06,29.57,6.61,145.0,Moderate
64.59,24.38,78.18,1.18,11.23,36.27,6.8,144.0,Moderate
71.03,13.85,70.77,1.28,11.57,29.6,7.26,146.0,Moderate
80.04,8.7,60.65,1.24,12.76,37.5,6.99,182.0,Moderate
69.91,6.99,43.68,1.06,9.95,30.58,5.12,174.0,Moderate
68.61,3.97,37.84,1.03,13.52,54.13,3.87,154.0,Moderate
48.02,5.67,35.09,0.95,12.32,54.38,3.03,153.0,Moderate
47.44,7.54,45.51,0.81,10.76,41.04,3.83,108.0,Moderate
52.46,14.72,47.22,1.11,10.01,36.18,4.51,111.0,Moderate
66.18,22.43,49.72,1.2,14.26,30.41,6.86,138.0,Moderate
55.07,15.24,49.37,0.8,11.96,32.81,3.95,129.0,Moderate
46.61,5.69,37.36,0.81,10.42,50.94,2.61,106.0,Moderate
54.75,7.85,34.88,0.85,11.06,34.35,3.51,113.0,Moderate
31.13,6.2,34.99,0.64,12.29,45.67,2.32,92.0,Satisfactory
39.21,8.04,43.62,0.86,12.79,50.83,2.9,90.0,Satisfactory
46.14,20.28,57.57,1.27,12.06,40.1,4.73,112.0,Moderate
49.42,18.75,53.49,1.42,11.85,46.56,4.61,121.0,Moderate
48.46,18.39,47.46,0.91,13.05,37.9,5.34,126.0,Moderate
34.99,7.8,33.08,0.76,12.35,44.74,3.03,108.0,Moderate
43.5,5.32,30.98,0.65,11.63,47.5,3.16,100.0,Satisfactory
43.27,6.41,38.57,0.76,11.55,48.08,3.13,92.0,Satisfactory
49.19,16.71,52.14,1.12,14.61,39.04,3.49,99.0,Satisfactory
47.61,14.34,48.12,1.0,12.84,39.97,4.12,116.0,Moderate
58.77,12.23,43.38,0.86,14.82,50.48,3.86,114.0,Moderate
60.37,13.22,56.22,0.84,10.47,46.14,3.5,136.0,Moderate
47.88,6.07,34.98,0.81,9.74,53.34,2.89,108.0,Moderate
52.59,6.4,39.35,0.85,11.42,54.89,3.13,106.0,Moderate
35.76,14.49,39.05,0.86,13.84,49.54,2.34,97.0,Satisfactory
42.58,14.49,46.1,0.85,14.24,43.67,2.52,106.0,Moderate
51.8,50.06,58.13,1.42,13.81,39.26,4.33,114.0,Moderate
62.6,48.34,56.28,1.37,12.52,38.55,5.19,159.0,Moderate
31.85,5.45,38.01,1.24,13.01,58.51,2.9,115.0,Moderate
41.35,5.91,37.77,0.84,10.17,45.97,2.8,94.0,Satisfactory
28.2,7.1,35.56,0.72,7.4,53.34,1.59,91.0,Satisfactory
34.78,9.58,42.73,0.85,8.78,44.68,2.36,88.0,Satisfactory
39.16,7.8,44.11,1.01,11.34,42.47,2.44,90.0,Satisfactory
48.24,13.5,43.05,0.97,9.87,48.61,3.47,104.0,Moderate
51.08,9.46,40.38,1.17,10.9,56.42,3.53,109.0,Moderate
47.03,6.81,40.61,1.08,11.57,54.92,3.69,116.0,Moderate
50.51,5.59,35.28,0.83,12.97,64.82,4.35,108.0,Moderate
50.79,7.46,40.79,1.0,13.92,65.6,3.3,106.0,Moderate
55.6,6.67,47.01,1.03,12.64,52.03,3.35,117.0,Moderate
50.77,5.39,39.64,0.82,13.1,62.78,2.92,114.0,Moderate
46.02,5.21,43.33,1.08,14.4,62.17,2.2,110.0,Moderate
59.48,12.8,51.97,1.18,12.54,51.55,4.56,111.0,Moderate
65.67,28.12,62.17,1.4,13.61,43.28,6.98,150.0,Moderate
60.95,22.63,55.3,1.28,15.08,61.41,3.98,132.0,Moderate
64.04,17.45,63.37,1.17,13.21,56.7,3.31,150.0,Moderate
72.87,39.28,64.98,1.23,14.08,49.06,5.58,163.0,Moderate
59.62,9.45,46.03,0.87,15.04,58.76,2.55,147.0,Moderate
50.97,16.56,58.13,0.92,18.1,47.75,3.64,134.0,Moderate
49.83,43.28,67.32,1.02,13.5,46.34,5.33,133.0,Moderate
65.69,60.44,82.69,1.23,14.45,36.29,6.71,159.0,Moderate
61.27,78.5,83.09,1.58,15.14,36.74,7.9,160.0,Moderate
66.08,43.35,64.85,1.04,18.31,49.74,8.86,179.0,Moderate
46.11,5.57,37.07,0.92,17.16,58.24,3.15,104.0,Moderate
66.72,5.33,33.95,0.96,15.43,54.19,3.7,132.0,Moderate
49.79,5.44,35.4,0.86,12.67,48.74,2.63,106.0,Moderate
51.39,4.25,33.67,0.83,12.87,61.16,2.39,107.0,Moderate
50.4,8.2,42.37,0.88,16.53,59.99,2.53,102.0,Moderate
60.53,11.98,55.28,0.84,13.8,51.19,3.05,127.0,Moderate
48.24,8.24,43.69,1.01,14.49,65.03,3.01,115.0,Moderate
50.09,13.24,44.11,0.97,13.1,67.06,3.61,111.0,Moderate
53.32,6.78,37.13,0.88,13.42,64.07,3.78,116.0,Moderate
48.52,9.51,38.31,1.04,12.92,64.28,2.66,110.0,Moderate
29.03,4.88,27.16,0.66,11.69,72.11,1.05,113.0,Moderate
35.93,6.92,36.84,0.9,14.27,70.56,2.34,95.0,Satisfactory
49.42,6.06,39.03,0.91,13.27,72.23,2.2,115.0,Moderate
44.52,5.62,33.16,0.92,13.27,75.54,2.55,117.0,Moderate
29.46,6.66,26.74,0.86,13.6,66.29,2.45,88.0,Satisfactory
28.6,7.72,34.55,0.79,12.91,54.62,1.41,83.0,Satisfactory
31.86,13.14,48.35,0.86,12.72,40.75,1.09,88.0,Satisfactory
27.29,8.68,37.4,0.85,12.39,62.14,1.14,92.0,Satisfactory
30.17,10.32,38.51,0.81,12.01,64.83,1.2,100.0,Satisfactory
30.88,3.58,21.76,0.63,12.34,76.3,1.45,96.0,Satisfactory
30.18,4.71,25.34,0.86,11.74,73.03,1.38,90.0,Satisfactory
43.86,7.65,40.09,0.86,11.69,53.33,1.51,104.0,Moderate
78.24,16.42,47.23,0.76,15.56,51.0,1.58,144.0,Moderate
60.0,5.82,32.01,1.04,14.93,67.46,1.31,199.0,Moderate
44.49,4.56,33.42,1.83,13.71,66.38,1.26,132.0,Moderate
45.38,4.42,34.31,0.82,17.26,87.83,1.64,127.0,Moderate
43.23,7.64,45.87,1.01,14.32,76.5,2.47,133.0,Moderate
43.92,18.39,48.04,1.21,13.86,71.2,3.82,123.0,Moderate
46.94,15.7,43.78,1.06,14.21,69.56,3.8,122.0,Moderate
47.44,4.35,28.08,0.52,16.32,86.07,2.52,116.0,Moderate
31.9,4.06,30.67,0.65,15.34,77.24,1.37,108.0,Moderate
32.69,2.81,17.33,0.53,11.8,88.19,1.7,100.0,Satisfactory
36.05,3.11,19.51,0.63,13.09,72.65,1.81,90.0,Satisfactory
34.35,3.77,21.98,0.59,11.67,59.98,2.24,92.0,Satisfactory
26.0,3.25,15.39,0.5,9.47,47.16,1.84,73.0,Satisfactory
14.28,3.11,11.37,0.41,8.44,45.6,0.57,57.0,Satisfactory
9.12,3.22,11.22,0.47,10.15,35.1,0.42,52.0,Satisfactory
10.59,3.22,13.15,0.51,10.98,38.85,0.39,67.0,Satisfactory
12.92,2.89,12.12,0.39,11.87,53.13,0.26,71.0,Satisfactory
13.71,2.68,11.93,0.47,12.47,52.62,0.3,72.0,Satisfactory
21.58,3.27,18.7,0.67,13.55,44.5,0.99,70.0,Satisfactory
27.53,2.77,10.56,0.51,12.78,45.57,0.66,79.0,Satisfactory
21.65,2.64,10.65,0.58,14.8,46.11,0.3,71.0,Satisfactory
18.43,2.65,10.58,0.56,18.55,47.78,0.29,74.0,Satisfactory
19.85,3.36,16.92,0.74,14.75,41.64,0.94,76.0,Satisfactory
24.93,2.92,12.82,0.57,15.63,48.18,0.78,79.0,Satisfactory
31.2,3.07,12.75,0.54,14.14,51.63,0.92,79.0,Satisfactory
26.38,3.32,11.6,0.59,10.95,54.99,0.42,80.0,Satisfactory
20.07,3.14,11.44,0.49,11.39,53.07,0.25,78.0,Satisfactory
22.06,2.97,11.82,0.54,12.54,56.44,0.3,78.0,Satisfactory
24.47,3.25,13.66,0.5,13.53,53.28,0.5,76.0,Satisfactory
30.99,3.15,12.9,0.51,12.63,50.51,0.52,79.0,Satisfactory
28.61,3.06,11.97,0.62,12.14,52.32,0.57,86.0,Satisfactory
33.95,5.69,22.47,0.58,13.38,39.86,1.32,83.0,Satisfactory
42.11,3.7,17.77,0.66,12.46,48.44,0.95,113.0,Moderate
32.07,4.27,18.99,0.6,12.39,43.41,1.33,100.0,Satisfactory
26.89,2.97,12.04,0.51,13.91,51.39,0.37,93.0,Satisfactory
47.5,3.22,11.34,0.62,11.67,50.1,0.38,120.0,Moderate
49.37,3.38,14.52,0.52,13.33,45.98,0.35,125.0,Moderate
33.63,3.4,11.22,0.52,13.25,58.19,0.41,110.0,Moderate
26.15,3.4,12.31,0.6,11.72,52.65,0.31,76.0,Satisfactory
16.38,3.28,13.17,0.51,12.74,58.62,0.44,77.0,Satisfactory
20.81,3.1,13.76,0.61,12.06,65.96,0.71,85.0,Satisfactory
23.28,3.3,13.41,0.61,10.2,53.95,0.69,78.0,Satisfactory
23.18,4.46,17.09,0.58,12.13,42.34,0.64,68.0,Satisfactory
26.18,3.28,11.82,0.6,11.39,48.04,0.35,69.0,Satisfactory
30.22,4.34,15.25,0.63,12.68,42.95,1.08,85.0,Satisfactory
22.23,3.62,13.63,0.58,11.4,49.23,0.92,74.0,Satisfactory
25.22,3.07,13.61,0.73,12.19,59.58,0.89,79.0,Satisfactory
32.26,3.26,11.16,0.5,12.05,64.5,0.92,84.0,Satisfactory
51.34,3.39,14.2,0.59,12.14,51.56,0.46,132.0,Moderate
36.28,3.58,16.95,0.64,11.48,43.9,0.46,119.0,Moderate
37.27,3.43,15.91,0.44,14.83,40.61,0.26,100.0,Satisfactory
42.37,3.61,11.67,0.7,11.01,51.96,1.2,107.0,Moderate
21.56,3.15,12.06,0.73,10.48,49.42,0.58,85.0,Satisfactory
22.36,2.55,12.5,0.52,8.98,52.07,0.45,82.0,Satisfactory
25.89,3.45,13.02,0.69,8.58,56.17,0.52,75.0,Satisfactory
24.88,3.99,17.72,0.78,10.18,53.48,1.14,81.0,Satisfactory
32.87,3.9,17.34,0.64,12.13,59.21,1.45,89.0,Satisfactory
45.16,4.68,16.94,0.64,9.81,50.36,0.91,112.0,Moderate
47.55,4.33,14.02,0.65,9.67,54.73,0.58,110.0,Moderate
31.29,4.52,13.38,0.77,11.67,58.73,0.77,125.0,Moderate
23.63,5.25,18.54,0.87,10.83,52.76,0.58,91.0,Satisfactory
66.4,4.73,17.89,0.69,11.23,57.77,0.67,132.0,Moderate
35.15,3.54,15.29,0.62,11.74,67.13,0.54,124.0,Moderate
44.78,3.14,16.51,0.67,9.58,76.26,1.12,100.0,Satisfactory
35.33,2.84,15.52,0.39,10.58,88.66,1.65,116.0,Moderate
36.12,3.39,20.03,0.62,11.87,69.98,1.8,106.0,Moderate
47.73,3.24,19.85,0.6,11.32,75.42,1.64,121.0,Moderate
50.93,5.12,23.42,0.46,12.32,67.08,1.98,136.0,Moderate
45.31,2.75,18.13,0.67,12.57,87.55,1.4,127.0,Moderate
43.03,5.21,27.91,0.94,11.06,68.88,2.77,110.0,Moderate
51.18,8.67,28.88,0.7,13.05,43.33,2.87,119.0,Moderate
54.27,3.54,18.83,0.79,11.35,46.8,0.94,143.0,Moderate
55.99,3.51,17.7,0.66,12.5,48.84,1.31,140.0,Moderate
46.96,3.61,18.97,0.64,11.14,47.5,1.19,124.0,Moderate
48.1,4.32,20.71,0.58,12.31,43.71,1.15,119.0,Moderate
48.33,5.62,17.91,0.68,8.0,48.85,1.63,126.0,Moderate
61.57,5.33,17.37,0.65,11.11,61.95,2.06,145.0,Moderate
49.62,4.94,13.87,0.67,10.31,82.35,1.41,150.0,Moderate
33.9,5.28,13.46,0.79,8.23,70.86,1.26,115.0,Moderate
28.51,5.79,14.04,0.61,9.69,65.28,1.46,82.0,Satisfactory
22.58,5.16,16.26,0.63,10.83,74.05,1.62,93.0,Satisfactory
29.66,5.13,18.81,0.68,9.3,75.03,1.19,106.0,Moderate
31.13,5.09,18.46,0.58,10.95,69.32,1.45,94.0,Satisfactory
29.78,5.37,19.4,0.61,10.45,63.54,1.46,84.0,Satisfactory
21.7,5.42,16.42,0.68,9.47,72.53,1.01,89.0,Satisfactory
28.32,8.05,17.78,0.62,10.65,71.75,1.03,84.0,Satisfactory
29.8,6.2,14.66,0.64,9.48,61.08,0.72,80.0,Satisfactory
31.64,7.22,19.97,0.63,10.64,54.43,0.68,79.0,Satisfactory
35.26,5.64,18.84,0.62,9.52,57.35,0.58,90.0,Satisfactory
36.6,5.52,20.01,0.55,12.02,51.3,0.48,85.0,Satisfactory
33.19,5.72,16.68,0.65,9.72,54.61,0.37,92.0,Satisfactory
37.85,5.2,19.05,0.74,11.36,70.47,0.55,103.0,Moderate
43.7,5.93,16.79,0.84,8.81,78.89,1.27,108.0,Moderate
37.85,5.37,15.52,0.78,9.72,72.98,0.94,96.0,Satisfactory
32.72,4.68,21.05,0.79,9.5,71.61,0.88,97.0,Satisfactory
44.22,3.96,19.13,0.62,9.64,76.8,0.84,108.0,Moderate
44.53,3.58,15.93,0.62,10.35,74.1,0.4,108.0,Moderate
51.98,5.33,19.32,0.68,8.94,53.48,0.64,110.0,Moderate
44.05,4.8,15.28,0.55,11.3,56.55,0.26,108.0,Moderate
49.29,4.75,13.56,0.59,10.04,59.19,0.18,121.0,Moderate
44.14,5.32,13.0,0.5,10.51,45.49,0.22,96.0,Satisfactory
34.32,5.51,16.12,0.68,10.04,53.53,0.47,80.0,Satisfactory
28.29,5.39,14.5,0.64,9.77,64.22,0.36,80.0,Satisfactory
24.06,5.83,14.37,0.7,9.68,46.24,0.67,72.0,Satisfactory
64.47,6.49,16.88,0.67,8.76,45.26,0.59,76.0,Satisfactory
35.81,6.61,18.81,0.69,10.34,39.55,0.5,172.0,Moderate
28.33,6.15,14.72,0.59,9.96,39.12,0.23,89.0,Satisfactory
23.76,5.6,14.05,0.5,8.93,34.4,0.16,75.0,Satisfactory
30.58,6.21,16.63,0.55,10.59,39.21,0.22,69.0,Satisfactory
30.03,5.48,13.77,0.67,10.36,50.71,0.48,79.0,Satisfactory
58.79,5.19,10.88,0.54,5.19,53.68,0.22,70.0,Satisfactory
29.0,3.26,34.03,0.98,10.32,30.99,4.64,73.0,Satisfactory
47.55,6.01,24.89,0.72,7.3,27.24,2.14,119.0,Moderate
50.1,3.23,33.28,1.47,3.02,72.28,1.97,107.0,Moderate
39.25,2.6,30.86,1.35,1.93,81.12,1.59,148.0,Moderate
24.44,5.77,38.03,1.7,6.88,49.58,2.02,94.0,Satisfactory
31.68,4.46,38.39,1.42,1.31,13.47,3.76,100.0,Satisfactory
25.22,0.99,28.1,0.39,2.31,30.32,1.62,60.0,Satisfactory
22.95,1.14,25.76,0.38,1.06,22.84,1.67,47.0,Good
24.61,0.86,25.49,0.4,1.1,23.13,1.51,48.0,Good
28.6,1.95,43.45,0.41,1.11,13.56,2.58,50.0,Good
30.5,1.27,37.12,0.38,2.29,34.84,2.05,61.0,Satisfactory
22.66,2.13,29.53,0.38,1.22,20.27,3.21,53.0,Satisfactory
24.4,1.95,20.88,0.31,1.06,23.24,1.08,34.0,Good
16.11,1.34,22.85,0.33,4.46,27.59,1.19,46.0,Good
28.7,0.59,17.93,0.32,4.76,31.3,1.01,50.0,Good
27.7,0.47,14.31,0.32,11.14,37.19,0.71,58.0,Satisfactory
29.26,0.88,19.66,0.37,9.13,40.46,1.0,62.0,Satisfactory
27.81,4.36,29.82,0.39,1.63,21.63,2.04,50.0,Good
33.61,7.07,31.37,0.43,2.12,17.4,2.4,58.0,Satisfactory
42.66,7.93,40.22,0.41,6.57,10.01,2.5,57.0,Satisfactory
40.26,6.53,48.65,0.44,1.09,20.83,6.83,77.0,Satisfactory
18.54,8.62,31.28,0.36,1.29,16.83,2.81,65.0,Satisfactory
9.84,3.09,17.9,0.3,1.35,27.19,1.48,36.0,Good
15.7,9.46,34.35,0.36,1.16,16.92,7.31,36.0,Good
18.81,7.32,34.69,0.37,1.23,14.0,5.82,56.0,Satisfactory
18.01,4.76,29.23,0.38,1.11,18.3,2.12,49.0,Good
18.38,4.68,27.7,0.4,1.28,16.2,2.36,42.0,Good
13.55,7.16,27.36,0.38,0.97,13.9,3.59,39.0,Good
12.25,4.49,21.61,0.37,1.01,12.06,6.55,41.0,Good
7.72,3.11,15.6,0.37,1.08,17.87,1.31,28.0,Good
7.64,4.93,22.24,0.37,1.0,16.58,1.81,26.0,Good
12.9,7.34,31.74,0.38,1.24,13.37,6.47,42.0,Good
14.91,5.89,28.42,0.51,1.03,11.05,3.33,46.0,Good
16.16,9.08,28.22,0.76,1.01,17.28,4.43,46.0,Good
17.75,6.68,27.42,0.77,1.51,10.65,3.51,56.0,Satisfactory
6.06,3.7,15.58,0.63,1.34,16.18,5.3,36.0,Good
6.68,3.4,16.74,0.64,1.63,20.36,0.96,34.0,Good
22.03,9.06,32.64,0.7,1.38,15.98,1.42,38.0,Good
23.92,7.67,33.06,0.71,2.74,16.67,1.72,56.0,Satisfactory
32.59,8.52,39.54,0.74,1.8,11.77,2.17,59.0,Satisfactory
23.63,11.55,31.38,0.75,1.61,7.44,2.12,57.0,Satisfactory
28.19,15.32,34.74,0.7,3.38,10.94,2.06,55.0,Satisfactory
40.4,10.06,39.5,0.77,1.82,15.32,2.14,68.0,Satisfactory
44.14,25.27,32.24,0.84,1.96,14.33,2.47,79.0,Satisfactory
33.26,3.76,41.89,1.07,1.45,21.16,3.08,76.0,Satisfactory
37.07,6.25,49.78,1.22,2.05,17.07,1.73,72.0,Satisfactory
29.1,7.5,47.49,1.16,2.12,16.27,2.02,75.0,Satisfactory
33.29,4.48,31.22,1.17,4.35,20.91,1.39,71.0,Satisfactory
41.84,8.4,35.44,1.31,4.48,17.05,1.68,78.0,Satisfactory
42.38,5.55,31.76,1.27,4.03,21.45,1.27,82.0,Satisfactory
33.39,8.47,35.27,1.4,1.89,12.39,1.79,81.0,Satisfactory
33.48,14.37,35.57,1.54,1.4,6.72,5.68,85.0,Satisfactory
15.58,5.41,27.7,1.23,1.24,13.31,3.15,77.0,Satisfactory
18.05,5.88,28.5,1.17,1.56,14.31,2.11,66.0,Satisfactory
17.7,7.34,35.14,1.27,1.58,10.88,3.4,70.0,Satisfactory
22.57,5.46,33.86,1.26,1.59,15.59,1.52,73.0,Satisfactory
19.17,5.27,24.94,1.23,1.61,12.25,1.27,68.0,Satisfactory
16.08,5.94,22.15,1.22,1.51,8.91,1.23,68.0,Satisfactory
14.69,7.33,31.05,1.2,1.23,6.46,3.46,68.0,Satisfactory
11.39,7.84,27.41,1.23,1.28,5.15,6.76,68.0,Satisfactory
